i;prices_koCall;prices_kiCall;prices_koPut;prices_kiPut;richardson_koCall;richardson_kiCall;richardson_koPut;richardson_kiPut;cv_koCall;cv_kiCall;cv_koPut;cv_kiPut;
0;0;-1.#IND;0;-1.#IND;9.38454;-1.#IND;10.3802;-1.#IND;-1.#IND;-1.#IND;-1.#IND;-1.#IND;
452;2.28948;1.43343;3.09322;1.12719;0;0;0;0;2.29066;1.43461;3.09441;1.12838;
453;2.38218;1.344;3.00578;1.21791;0;0;0;0;2.38009;1.34191;3.00369;1.21582;
454;2.28307;1.43988;3.08702;1.13343;0;0;0;0;2.28422;1.44102;3.08817;1.13457;
455;2.37574;1.35042;2.99944;1.22423;0;0;0;0;2.37367;1.34835;2.99737;1.22216;
456;2.27669;1.44629;3.08085;1.13965;0;0;0;0;2.2778;1.4474;3.08195;1.14075;
457;2.36933;1.35682;2.99313;1.23052;0;0;0;0;2.36727;1.35476;2.99107;1.22847;
458;2.45259;1.27044;3.07469;1.14585;0;0;0;0;2.45366;1.2715;3.07575;1.14691;
459;2.36294;1.36319;2.98684;1.2368;0;0;0;0;2.3609;1.36115;2.9848;1.23475;
460;2.4463;1.27676;3.06855;1.15203;0;0;0;0;2.44733;1.27779;3.06957;1.15305;
461;2.35658;1.36954;2.98058;1.24305;0;0;0;0;2.35455;1.36751;2.97855;1.24102;
462;2.44004;1.28307;3.06243;1.15819;0;0;0;0;2.44102;1.28406;3.06341;1.15917;
463;2.35025;1.37585;2.97434;1.24928;0;0;0;0;2.34824;1.37384;2.97232;1.24726;
464;2.43379;1.28935;3.05633;1.16433;0;0;0;0;2.43474;1.2903;3.05727;1.16527;
465;2.34394;1.38215;2.96812;1.25548;0;0;0;0;2.34195;1.38015;2.96612;1.25348;
466;2.42758;1.2956;3.05024;1.17044;0;0;0;0;2.42849;1.29651;3.05116;1.17135;
467;2.33766;1.38841;2.96192;1.26167;0;0;0;0;2.33568;1.38643;2.95993;1.25968;
468;2.42138;1.30183;3.04418;1.17654;0;0;0;0;2.42226;1.30271;3.04506;1.17742;
469;2.33141;1.39465;3.12842;1.09515;0;0;0;0;2.32944;1.39268;3.12645;1.09318;
470;2.41521;1.30804;3.03814;1.18262;0;0;0;0;2.41605;1.30888;3.03898;1.18346;
471;2.32518;1.40086;3.12243;1.10113;0;0;0;0;2.32323;1.39891;3.12047;1.09917;
472;2.40907;1.31422;3.03212;1.18868;0;0;0;0;2.40987;1.31503;3.03292;1.18948;
473;2.31898;1.40705;3.11646;1.10708;0;0;0;0;2.31704;1.40511;3.11452;1.10514;
474;2.40294;1.32038;3.02611;1.19472;0;0;0;0;2.40371;1.32115;3.02688;1.19548;
475;2.31281;1.41321;3.1105;1.11302;0;0;0;0;2.31088;1.41129;3.10858;1.1111;
476;2.39684;1.32651;3.02013;1.20073;0;0;0;0;2.39758;1.32725;3.02086;1.20147;
477;2.30666;1.41935;3.10457;1.11894;0;0;0;0;2.30475;1.41744;3.10266;1.11703;
478;2.39077;1.33262;3.01417;1.20673;0;0;0;0;2.39147;1.33332;3.01487;1.20743;
479;2.30053;1.42545;3.09865;1.12484;0;0;0;0;2.29864;1.42356;3.09675;1.12295;
480;2.38472;1.33871;3.00822;1.21271;0;0;0;0;2.38538;1.33938;3.00889;1.21338;
481;2.29443;1.43154;3.09275;1.13073;0;0;0;0;2.29255;1.42966;3.09087;1.12885;
482;2.37869;1.34477;3.0023;1.21867;0;0;0;0;2.37932;1.34541;3.00293;1.2193;
483;2.28836;1.4376;3.08687;1.1366;0;0;0;0;2.2865;1.43573;3.085;1.13473;
484;2.37268;1.35081;2.99639;1.22461;0;0;0;0;2.37328;1.35141;2.99699;1.22521;
485;2.28231;1.44363;3.081;1.14244;0;0;0;0;2.28046;1.44178;3.07915;1.14059;
486;2.3667;1.35682;2.9905;1.23053;0;0;0;0;2.36727;1.35739;2.99107;1.23109;
487;2.453;1.27292;3.07516;1.14828;0;0;0;0;2.45117;1.27109;3.07332;1.14644;
488;2.36074;1.36282;2.98464;1.23643;0;0;0;0;2.36128;1.36335;2.98517;1.23696;
489;2.44703;1.27888;3.06933;1.15409;0;0;0;0;2.44522;1.27706;3.06751;1.15227;
490;2.3548;1.36878;2.97879;1.2423;0;0;0;0;2.35531;1.36929;2.97929;1.24281;
491;2.44109;1.28481;3.06352;1.15988;0;0;0;0;2.43928;1.283;3.06171;1.15808;
492;2.34889;1.37473;2.97296;1.24816;0;0;0;0;2.34936;1.3752;2.97343;1.24864;
493;2.43516;1.29072;3.05773;1.16566;0;0;0;0;2.43338;1.28893;3.05594;1.16387;
494;2.343;1.38065;2.96715;1.254;0;0;0;0;2.34344;1.38109;2.96759;1.25445;
495;2.42926;1.2966;3.05195;1.17142;0;0;0;0;2.42749;1.29483;3.05018;1.16965;
496;2.33713;1.38655;2.96136;1.25982;0;0;0;0;2.33755;1.38696;2.96177;1.26024;
497;2.42338;1.30247;3.04619;1.17716;0;0;0;0;2.42162;1.30071;3.04443;1.17541;
498;2.33128;1.39242;3.12319;1.09802;0;0;0;0;2.33167;1.39281;3.12358;1.09841;
499;2.41752;1.30831;3.04045;1.18289;0;0;0;0;2.41578;1.30657;3.03871;1.18114;
